"codmpio","ano","cod_dpto","depto","mpio","pobl_rur","pobl_urb","pobl_tot","indrural","altura","discapital","docen_total","t_establ","alumn_med","s11_ingles","s11_lectu","df_ing_propios","df_gast_inv","df_desemp_fisc","homicidios","extorsion","ataq_instpol","llegadas_pasajeros_nacionales","llegadas_internacionales","visitantes_extranjeros_no_residentes","visitantes_pnn","prestadores_de_servicios_turisticos_activos","establecimientos_de_alojamiento_y_hospedaje","actividades_terciarias","valor_agregado","participacion_terciarias","pdet","total_sisben","tasa_sisben","post","vocacion_turistica","tasa_homicidios","tasa_ataq_instpol","tasa_extorsion","log_t_establ","log_pobl_tot","tasa_docentes","tasa_alumnos_med","tasa_urbanizacion","valor_agregado_pc"
"25513",2019,"25","Cundinamarca","Pacho",11661,13385,25046,0.465583324432373,1791,103.734443664551,282,76,684,47.9022407531738,49.3586311340332,80.7299238600733,89.5673386520605,79.9499329572268,,4,0,0,0,87,0,0,0,166.715608516352,318.831459111511,52.2895729865991,0,26647,106.392238281562,1,0,,0,15.970614070111,4.34380542185368,10.1285093388621,1.12592829194283,2.73097500598898,53.4416673321089,1.27298354672008
"25513",2020,"25","Cundinamarca","Pacho",11676,14127,25803,0.452505528926849,1791,103.734443664551,279,76,651,47.7098236083984,49.7622489929199,76.65,88.08,75.31,1,8,,0,0,29,0,0,0,153.636044014962,318.029073683375,48.308804674858,0,26293,101.899003991784,1,0,3.87551835057939,,31.0041468046351,4.34380542185368,10.1582847976521,1.08126961981165,2.52296244622718,54.749447738635,1.23252751107768
"25513",2021,"25","Cundinamarca","Pacho",11711,15117,26828,0.436521530151367,1791,103.734443664551,276,75,625,47.8364143371582,49.6495132446289,76.3481176772359,88.7701648893981,78.1524793340146,2,4,,0,0,44,0,0,0,197.171001626298,412.915333078736,47.7509517886324,0,18344,68.3763232443715,1,0,7.45489786789921,,14.9097957357984,4.33073334028633,10.1972386710143,1.02877590577009,2.3296555837185,56.3478455345162,1.53912081809578
"25518",2013,"25","Cundinamarca","Paime",4188,481,4669,0.896980106830597,950,126.655822753906,63,41,116,47.820915222168,,18.03,90.87,64.78,,,0,,,,,,,16.7883252482798,70.4749686403647,23.821685304964,0,0,0,0,0,,0,,3.73766961828337,8.44891435066294,1.34932533733133,2.48447204968944,10.3019918612123,1.50942318784247
"25518",2014,"25","Cundinamarca","Paime",4114,475,4589,0.896491587162018,950,126.655822753906,64,41,106,47.4809646606445,45.4688186645508,21.089651831232,87.8714133109345,64.9254423787918,2,,0,,,,,,,17.1488226360537,56.4968486712398,30.3535914646217,0,0,0,0,0,43.5824798431031,0,,3.73766961828337,8.43163530305459,1.3946393549793,2.30987143168446,10.350838962737,1.23113638420658
"25518",2015,"25","Cundinamarca","Paime",4034,468,4502,0.896046221256256,950,126.655822753906,61,38,113,46.4001083374023,47.5659713745117,20.293106142638,93.8541325995154,70.0536994245153,,,0,,,,,,,18.4890191496379,72.315134631477,25.5672885680975,0,0,0,0,0,,0,,3.66356164612965,8.41249912030157,1.35495335406486,2.50999555752999,10.3953798311861,1.60628908555036
"25518",2016,"25","Cundinamarca","Paime",3947,460,4407,0.895620584487915,950,126.655822753906,62,39,117,47.5400047302246,45.4254875183105,23.74,86.9,63.07,,1,0,,,,,,,20.2550546941062,55.0550646961848,36.7905383562466,0,4431,100.544588155208,0,0,,0,22.691173133651,3.68887945411394,8.39117635083275,1.40685273428636,2.65486725663717,10.4379396414795,1.24926400490549
"25518",2017,"25","Cundinamarca","Paime",3885,454,4339,0.895367622375488,950,126.655822753906,66,39,110,45.705810546875,48.6240310668945,13.0927346068073,86.5040229280623,69.2240788755638,1,,0,,,,,,,20.4980749590866,58.765773458797,34.8809753579753,0,4514,104.033187370362,1,0,23.0467849734962,0,,3.68887945411394,8.37562962709445,1.52108780825075,2.53514634708458,10.4632403779673,1.35436214470608
"25518",2018,"25","Cundinamarca","Paime",3679,507,4186,0.878881990909576,950,126.655822753906,61,39,101,45.6354637145996,44.7954635620117,20.5737943,87.55941928,67.44411887,1,,0,,,,,,,21.9036267723618,72.5435853802328,30.1937471901276,0,4579,109.388437649307,1,0,23.8891543239369,0,,3.68887945411394,8.33973976601914,1.45723841376015,2.41280458671763,12.111801242236,1.73300490636008
"25518",2019,"25","Cundinamarca","Paime",3697,509,4206,0.878982424736023,950,126.655822753906,58,39,120,43.8737487792969,45.4529609680176,31.1669829156008,90.6550156172165,67.7652980880747,,,0,,,,,,,22.8772958468957,84.2571354607431,27.1517607639944,0,4729,112.434617213505,1,0,,0,,3.68887945411394,8.34450508359052,1.37898240608654,2.85306704707561,12.1017593913457,2.00326047220026
"25518",2020,"25","Cundinamarca","Paime",3760,519,4279,0.878709971904755,950,126.655822753906,60,39,79,45.6742286682129,44.9772758483887,29.42,85.38,63.95,,,,,,,,,,21.9169371949724,63.8050625568813,34.3498404620069,0,4927,115.143725169432,1,0,,,,3.68887945411394,8.36170828857584,1.40219677494742,1.84622575368077,12.1290021032952,1.49112088237629
"25518",2021,"25","Cundinamarca","Paime",3772,677,4449,0.847830951213837,950,126.655822753906,60,39,97,44.1119956970215,46.7055816650391,22.4164677970882,87.9234795013669,64.7387075143021,,,,,,,,,,27.0010540331056,92.8362322872336,29.0846077742199,0,3798,85.3674983142279,1,0,,,,3.68887945411394,8.40065937516029,1.34861766689144,2.18026522814116,15.2169026747584,2.08667638317001
"25524",2013,"25","Cundinamarca","Pandi",4559,1056,5615,0.811932325363159,925,31.7776927947998,43,14,65,45.6680946350098,,50.09,84.65,69.08,3,1,0,0,0,2,0,0,0,22.062958801216,67.280060731696,32.7927153472709,0,0,0,0,0,53.4283170080142,0,17.8094390026714,2.70805020110221,8.63337494570565,0.765805877114871,1.15761353517364,18.806767586821,1.19822013769717
"25524",2014,"25","Cundinamarca","Pandi",4573,1060,5633,0.811823189258575,925,31.7776927947998,43,14,63,47.8392753601074,48.8779220581055,15.6219214751102,85.066565904622,71.8734902230933,1,,0,0,0,3,0,0,0,24.9993746624151,88.7179159032577,28.1784963137272,0,0,0,0,0,17.7525297354873,0,,2.70805020110221,8.63657494843632,0.763358778625954,1.1184093733357,18.8176815196165,1.57496744014304
"25524",2015,"25","Cundinamarca","Pandi",4592,1066,5658,0.811594188213348,925,31.7776927947998,49,13,86,46.1914024353027,47.6932029724121,49.0199771809848,91.2066872398591,72.8194459045097,1,,0,0,0,5,0,0,0,25.1647543915099,100.32398997606,25.0834864098955,0,0,0,0,0,17.6740897843761,0,,2.63905732961526,8.64100247714252,0.866030399434429,1.51997172145635,18.8405797101449,1.77313520636373
"25524",2016,"25","Cundinamarca","Pandi",4606,1070,5676,0.811486959457397,925,31.7776927947998,55,13,80,46.2367935180664,48.6074829101562,52.41,80.85,65.69,1,,0,0,0,2,0,0,0,27.6718586151435,49.9513122895914,55.397660935746,0,4635,81.6596194503171,0,0,17.6180408738548,0,,2.63905732961526,8.64417820317073,0.968992248062015,1.40944326990839,18.8513037350247,0.880044261620708
"25524",2017,"25","Cundinamarca","Pandi",4622,1075,5697,0.811304211616516,925,31.7776927947998,56,13,96,45.6513175964355,46.0564002990723,46.1530917061706,83.7900826323911,65.7040673068284,2,1,0,0,0,7,0,0,0,28.2036592630015,96.5947167570131,29.1979315327862,0,4623,81.1479726171669,1,0,35.106196243637,0,17.5530981218185,2.63905732961526,8.64787051505785,0.982973494821836,1.68509741969458,18.8695804809549,1.69553654128512
"25524",2018,"25","Cundinamarca","Pandi",3876,1097,4973,0.779408812522888,925,31.7776927947998,54,13,124,46.564380645752,48.5682106018066,44.10515335,87.51657097,68.43216294,,3,0,0,0,1,0,0,0,29.2822675623346,93.2681703956787,31.395777828715,0,4645,93.4043836718279,1,0,,0,60.3257590991353,2.63905732961526,8.51197962436335,1.08586366378444,2.49346470943093,22.0591192439172,1.87549105963561
"25524",2019,"25","Cundinamarca","Pandi",3998,1148,5146,0.776914119720459,925,31.7776927947998,53,13,140,47.0734367370605,46.7724609375,52.2789924067983,86.5934663038394,68.0208767494008,,1,0,0,0,8,0,0,0,31.6534832898488,157.37288280532,20.113683326883,0,5219,101.41857753595,1,0,,0,19.4325689856199,2.63905732961526,8.54616929965275,1.02992615623785,2.72055965798679,22.3085891954916,3.05815940158026
"25524",2020,"25","Cundinamarca","Pandi",4127,1207,5334,0.773715794086456,925,31.7776927947998,57,13,92,48.007495880127,47.8337669372559,45.69,82.34,65,,,,0,0,2,0,0,0,31.5367273229654,208.468836593211,15.1277897638502,0,5227,97.9940007499063,1,0,,,,2.63905732961526,8.58204416373585,1.06861642294713,1.72478440194976,22.6284214473191,3.90830214835415
"25524",2021,"25","Cundinamarca","Pandi",4140,1406,5546,0.746483981609344,925,31.7776927947998,57,13,88,46.9307136535645,46.8959121704102,43.0181730935276,84.4967845089558,66.805879968639,,3,,0,0,12,0,0,0,36.8293457522677,193.836305176318,19.0002310035609,0,3986,71.8716191849982,1,0,,,54.0930400288496,2.63905732961526,8.62101252005523,1.02776776054814,1.58672917417959,25.3516047601875,3.4950650049823
"25530",2013,"25","Cundinamarca","Paratebueno",5340,2329,7669,0.696309804916382,250,165.804718017578,89,33,159,47.6955146789551,,65.65,83.16,71.67,,,0,6,0,0,0,0,0,41.2212003817422,217.032767881516,18.9930768446201,0,0,0,0,0,,0,,3.52636052461616,8.9450718943613,1.16051636458469,2.07328204459512,30.3690181249185,2.83000088514168
"25530",2014,"25","Cundinamarca","Paratebueno",5339,2359,7698,0.693556785583496,250,165.804718017578,84,33,154,47.2654228210449,46.478759765625,79.1006347451981,83.0312396522968,78.2528472051498,1,,0,0,0,0,0,0,0,42.5718785454284,233.341027961558,18.2444891570641,0,0,0,0,0,12.990387113536,0,,3.52636052461616,8.94884572927805,1.09119251753702,2.00051961548454,30.6443232008314,3.03119028269106
"25530",2015,"25","Cundinamarca","Paratebueno",5339,2387,7726,0.691043257713318,250,165.804718017578,92,32,106,47.344066619873,48.2019195556641,81.660989339809,89.4255742213904,81.9303245052781,1,,0,0,0,157,0,0,0,44.8242020852839,277.112688659833,16.1754419482059,0,0,0,0,0,12.9433083096039,0,,3.49650756146648,8.95247596793358,1.19078436448356,1.37199068081802,30.8956769350246,3.5867549658275
"25530",2016,"25","Cundinamarca","Paratebueno",5339,2415,7754,0.688547849655151,250,165.804718017578,104,35,186,47.2486686706543,47.9831504821777,80.8,76.84,78.03,3,,0,0,0,0,0,0,0,56.6314705899142,183.109713684203,30.9276168098775,0,6733,86.8326025277276,0,0,38.689708537529,0,,3.58351893845611,8.95609307561064,1.34124322930101,2.3987619293268,31.1452153727109,2.36148715094407
"25530",2017,"25","Cundinamarca","Paratebueno",5339,2443,7782,0.686070442199707,250,165.804718017578,113,35,200,45.7035522460938,46.8416862487793,81.318723816106,78.0566907410562,78.1727832566208,4,1,0,5,0,1,0,0,0,55.117886346612,223.819157538858,24.6260806950999,0,7929,101.888974556669,1,0,51.4006682086867,0,12.8501670521717,3.58351893845611,8.95969714695939,1.4520688768954,2.57003341043434,31.3929581084554,2.87611356385066
"25530",2018,"25","Cundinamarca","Paratebueno",4873,3455,8328,0.585134506225586,250,165.804718017578,106,35,157,46.715633392334,47.6300048828125,79.81375301,81.89712345,79.16090851,,1,0,19,0,1,0,0,0,57.6142040582595,243.369634514379,23.6735384729582,0,7977,95.7853025936599,1,0,,0,12.0076849183477,3.58351893845611,9.02749867993534,1.27281460134486,1.8852065321806,41.4865513928914,2.92230588994212
"25530",2019,"25","Cundinamarca","Paratebueno",5040,3746,8786,0.573639869689941,250,165.804718017578,107,36,154,46.4000511169434,48.0027236938477,81.5711935990323,87.2847081889607,79.9579859189049,2,1,0,0,0,59,0,0,0,63.6310519301377,194.840054354693,32.6580959653716,0,8318,94.6733439562941,1,0,22.7634873662645,0,11.3817436831323,3.61091791264422,9.08102863549584,1.21784657409515,1.75278852720237,42.6360118370134,2.21761955787267
"25530",2020,"25","Cundinamarca","Paratebueno",5190,4028,9218,0.563028872013092,250,165.804718017578,108,36,163,45.4961013793945,46.5227813720703,82.1,76.86,77.6,1,2,,10,0,0,0,0,0,61.8761348040778,213.822398109787,28.9380978564779,0,8243,89.4228683011499,1,0,10.8483402039488,,21.6966804078976,3.61091791264422,9.12902185079859,1.17162074202647,1.76827945324365,43.6971143415058,2.31961811791915
"25530",2021,"25","Cundinamarca","Paratebueno",5207,4377,9584,0.543301343917847,250,165.804718017578,112,32,150,46.907657623291,48.3064041137695,84.542776307921,86.7176765207945,79.9550874229653,1,2,,3,0,3,0,0,0,76.9152378777597,295.493831103785,26.0293886983871,0,6220,64.8998330550918,1,0,10.4340567612688,,20.8681135225376,3.49650756146648,9.16795465547975,1.1686143572621,1.56510851419032,45.6698664440735,3.08319940634166
"25535",2013,"25","Cundinamarca","Pasca",9190,2789,11979,0.767175912857056,2180,45.5790786743164,119,32,420,48.5497169494629,,49.05,86.05,68.88,2,,0,0,0,7,0,0,0,42.2080641718768,104.953304974565,40.2160410118631,0,0,0,0,0,16.6958844644795,0,,3.49650756146648,9.39099387166944,0.993405125636531,3.5061357375407,23.2824108857167,0.87614412701031
"25535",2014,"25","Cundinamarca","Pasca",9259,2814,12073,0.766917943954468,2180,45.5790786743164,114,32,389,49.0610389709473,50.7661323547363,43.8521939090222,86.8560684038477,68.6179669509381,3,2,0,0,0,0,0,0,0,45.8325106013699,99.2948503438385,46.1579935340664,0,0,0,0,0,24.8488362461691,0,16.5658908307794,3.49650756146648,9.39880965935637,0.944255777354427,3.2220657665866,23.3082083989067,0.822453825427305
"25535",2015,"25","Cundinamarca","Pasca",9334,2841,12175,0.766653001308441,2180,45.5790786743164,112,32,441,49.1107177734375,51.2584457397461,51.8915317693881,92.3600778371189,73.3157071651354,1,4,0,0,0,1,0,0,0,46.4835269015535,106.292771444408,43.7315974265145,0,0,0,0,0,8.2135523613963,0,32.8542094455852,3.49650756146648,9.40722208010147,0.919917864476386,3.62217659137577,23.3347022587269,0.873041243896571
"25535",2016,"25","Cundinamarca","Pasca",9404,2867,12271,0.766359686851501,2180,45.5790786743164,114,32,441,48.8213844299316,50.1667633056641,53.92,86.62,69.66,,,0,0,0,1,0,0,0,51.3347497829536,140.410738219523,36.5604158441893,0,9648,78.6243989894874,0,0,,0,,3.49650756146648,9.41507552360704,0.929019639801157,3.593839132915,23.3640290114905,1.14424853899049
"25535",2017,"25","Cundinamarca","Pasca",9483,2895,12378,0.766117334365845,2180,45.5790786743164,121,32,437,48.2800750732422,50.601749420166,44.9091125006974,85.8749278443588,67.3810206791964,1,1,0,0,0,2,0,0,0,54.5220429770505,154.596159497394,35.2673980739926,0,9738,78.6718371303926,1,0,8.07884957182097,0,8.07884957182097,3.49650756146648,9.42375676753181,0.977540798190338,3.53045726288577,23.3882695104217,1.24895911696069
"25535",2018,"25","Cundinamarca","Pasca",6342,2763,9105,0.696540355682373,2180,45.5790786743164,115,32,370,47.3890380859375,49.694149017334,46.1005475,86.31058445,65.70856485,1,1,0,0,0,6,0,0,0,56.8820700202039,157.772277025709,36.0532731684763,0,9723,106.787479406919,1,0,10.9829763866008,0,10.9829763866008,3.49650756146648,9.11668881589473,1.26304228445909,4.06370126304228,30.3459637561779,1.73280919303359
"25535",2019,"25","Cundinamarca","Pasca",6434,2907,9341,0.688791334629059,2180,45.5790786743164,117,32,320,49.6514282226562,49.6452140808105,52.5552676226995,86.5478838861257,69.2902611744618,,1,0,0,0,4,0,0,0,59.8427302475512,156.482392820154,38.2424687973227,0,10084,107.954180494594,1,0,,0,10.7054919173536,3.49650756146648,9.14227564106205,1.25254255433037,3.42575741355315,31.1208650037469,1.67522099154431
"25535",2020,"25","Cundinamarca","Pasca",6561,3065,9626,0.681591510772705,2180,45.5790786743164,112,32,360,49.5469665527344,50.9033088684082,52.36,83.74,65.74,2,1,,0,0,2,0,0,0,55.8802821286974,144.109451902909,38.776278301541,0,10375,107.781009765219,1,0,20.7770621234157,,10.3885310617079,3.49650756146648,9.17232692977797,1.16351547891128,3.73987118221484,31.8408477041346,1.49708551737907
"25535",2021,"25","Cundinamarca","Pasca",6582,3426,10008,0.657673835754395,2180,45.5790786743164,110,31,405,46.986270904541,50.8580131530762,49.1302481512319,85.7562996534533,66.307192228687,,2,,0,0,13,0,0,0,69.0152576693681,178.608584307668,38.6405042830885,0,7524,75.1798561151079,1,0,,,19.9840127897682,3.46573590279973,9.21123996721902,1.09912070343725,4.04676258992806,34.2326139088729,1.78465811658341
"25572",2013,"25","Cundinamarca","Puerto Salgar",4534,13506,18040,0.251330375671387,176,141.494033813477,197,32,433,50.4450759887695,,77.74,80.56,76.25,4,,0,0,0,11,0,0,0,134.630363245446,170.565183650005,78.9319135150726,0,0,0,0,0,22.1729490022173,0,,3.49650756146648,9.8004022244528,1.0920177383592,2.40022172949002,74.8669623059867,0.945483279656344
"25572",2014,"25","Cundinamarca","Puerto Salgar",4576,13791,18367,0.249142482876778,176,141.494033813477,174,32,453,50.6979598999023,49.2790222167969,82.7322076771999,81.3233062851764,79.5052178608124,3,1,0,8,0,14,0,0,0,132.628855676572,171.652239060453,77.2660213478847,0,0,0,0,0,16.3336418576795,0,5.44454728589318,3.49650756146648,9.81836529911929,0.947351227745413,2.46637992050961,75.0857516197528,0.934568732294075
"25572",2015,"25","Cundinamarca","Puerto Salgar",4618,14070,18688,0.247110441327095,176,141.494033813477,189,30,405,50.4306297302246,49.9776992797852,82.1193326468571,79.7112710049414,77.218229080132,9,2,0,6,0,30,0,0,0,119.097287411465,173.440171816969,68.6676484252728,0,0,0,0,0,48.1592465753425,0,10.7020547945205,3.43398720448515,9.8356903944703,1.01134417808219,2.16716609589041,75.2889554794521,0.928083111178128
"25572",2016,"25","Cundinamarca","Puerto Salgar",4661,14348,19009,0.245199635624886,176,141.494033813477,222,31,387,50.2359733581543,49.8120079040527,83.98,77.5,77.48,8,1,0,0,0,17,0,0,0,131.0674215843,188.603995829338,69.493448963244,0,12697,66.7946762060077,0,0,42.0853280025251,0,5.26066600031564,3.46573590279973,9.85272043548247,1.16786785207007,2.03587774212215,75.4800357725288,0.99218262838307
"25572",2017,"25","Cundinamarca","Puerto Salgar",4707,14630,19337,0.243419349193573,176,141.494033813477,218,31,386,50.8667602539062,50.310661315918,68.9493161187164,80.6840086672202,77.0047070119411,2,8,0,16,0,25,0,0,0,135.350907978169,191.784462376925,70.5744909158262,0,14624,75.6270362517454,1,0,10.3428660081709,0,41.3714640326835,3.46573590279973,9.86982735104349,1.12737239489062,1.99617313957698,75.6580648497699,0.99180049840681
"25572",2018,"25","Cundinamarca","Puerto Salgar",4371,11082,15453,0.282857686281204,176,141.494033813477,216,31,376,50.858757019043,50.0772323608398,65.97709249,0.295250131,61.70682212,3,1,0,5,0,19,0,0,0,143.79130850969,256.582200268262,56.0410302660718,0,14420,93.3152138743286,1,0,19.41370607649,0,6.47123535883,3.46573590279973,9.64562314849353,1.39778683750728,2.43318449492008,71.7142302465541,1.66040380682238
"25572",2019,"25","Cundinamarca","Puerto Salgar",4362,11696,16058,0.271640300750732,176,141.494033813477,225,31,383,51.6528244018555,50.0891227722168,66.6692135829307,20.9275721642759,64.1631990957712,3,2,0,8,0,32,0,0,0,155.407124351776,284.708966709303,54.5845556422014,0,13937,86.7916303400174,1,0,18.6822767467929,0,12.4548511645286,3.46573590279973,9.68402471906149,1.40117075600947,2.38510399800722,72.8359696101631,1.77300390278555
"25572",2020,"25","Cundinamarca","Puerto Salgar",4319,12352,16671,0.259072631597519,176,141.494033813477,207,31,404,49.9053268432617,50.7948303222656,67.54,73.67,73.41,3,1,,0,0,10,0,0,0,165.708195824285,303.707292827835,54.5618099194679,0,14183,85.0758802711295,1,0,17.9953212164837,,5.99844040549457,3.46573590279973,9.72148594455309,1.24167716393738,2.42336992381981,74.092735888669,1.82177009674186
"25572",2021,"25","Cundinamarca","Puerto Salgar",4332,13001,17333,0.249927878379822,176,141.494033813477,207,30,392,52.308837890625,50.3841094970703,80.8850790017497,73.3802976381915,76.0138699886008,4,2,,0,0,40,0,0,0,195.50200792414,363.989500718929,53.7108920828752,0,10949,63.168522471586,1,0,23.0773668724399,,11.5386834362199,3.43398720448515,9.76042516969429,1.19425373564876,2.26158195349911,75.0072116771476,2.09997981145173
"25580",2013,"25","Cundinamarca","Pulí",2326,649,2975,0.781848728656769,1000,34.4981842041016,32,18,60,47.9722290039062,,22.31,86.5,61.54,2,,0,,,,,,,13.1769247675144,40.7365301394936,32.3467038611114,0,0,0,0,0,67.2268907563025,0,,2.94443897916644,7.99833539595298,1.07563025210084,2.01680672268908,21.8151260504202,1.36929513073928
"25580",2014,"25","Cundinamarca","Pulí",2325,656,2981,0.779939591884613,1000,34.4981842041016,37,18,46,48.1221008300781,50.3072814941406,19.1854573516882,86.302058047606,60.9626415362229,,,0,,,,,,,14.4348957820582,44.2152338110304,32.6468832976228,0,0,0,0,0,,0,,2.94443897916644,8.00034949532468,1.24119423012412,1.54310634015431,22.0060382422006,1.48323494837405
"25580",2015,"25","Cundinamarca","Pulí",2337,662,2999,0.779259741306305,1000,34.4981842041016,32,18,44,46.8651657104492,47.0765228271484,53.6950820489873,93.8015546676134,77.9957140702633,1,,0,,,,,,,16.3647895294424,43.1301298468711,37.9428246275721,0,0,0,0,0,33.3444481493831,0,,2.94443897916644,8.00636756765025,1.06702234078026,1.46715571857286,22.0740246748916,1.43815037835515
"25580",2016,"25","Cundinamarca","Pulí",2339,668,3007,0.777851700782776,1000,34.4981842041016,37,18,46,46.6207542419434,45.6860809326172,20.44,82.83,56.71,,,0,,,,,,,15.7767078623753,41.9675978390899,37.5925920822668,0,2676,88.9923511805787,0,0,,0,,2.94443897916644,8.00903068506973,1.23046225473894,1.52976388427004,22.2148320585301,1.3956633800828
"25580",2017,"25","Cundinamarca","Pulí",2350,674,3024,0.777116417884827,1000,34.4981842041016,35,18,47,47.1798667907715,48.4720191955566,21.258927995089,84.3856947893812,59.9564897778329,,,0,,,,,,,16.4460943125699,46.8309061124774,35.1180356687313,0,3039,100.496031746032,1,0,,0,,2.94443897916644,8.01466637046494,1.15740740740741,1.5542328042328,22.2883597883598,1.54864107514806
"25580",2018,"25","Cundinamarca","Pulí",2648,679,3327,0.795912206172943,1000,34.4981842041016,34,18,59,46.8689231872559,45.9718284606934,24.13667133,88.08644352,64.16378256,1,1,0,,,,,,,18.0661815927837,46.1573709349809,39.1404042882607,0,3047,91.5840096182747,1,0,30.0571085061617,0,30.0571085061617,2.94443897916644,8.1101268019411,1.0219416892095,1.77336940186354,20.4087766756838,1.38735710655188
"25580",2019,"25","Cundinamarca","Pulí",2660,709,3369,0.789551794528961,1000,34.4981842041016,34,18,64,46.7916450500488,47.1061935424805,38.8780958585617,89.7615518762366,66.0238150838659,,,0,,,,,,,18.7956065726549,53.605946866399,35.0625400191117,0,2954,87.6818046898189,1,0,,0,,2.94443897916644,8.12266802334641,1.00920154348471,1.89967349361828,21.0448204214901,1.59115306816263
"25580",2020,"25","Cundinamarca","Pulí",2696,742,3438,0.784176826477051,1000,34.4981842041016,35,18,57,44.7165756225586,43.8751411437988,35,87.64,64.19,,,,,,,,,,18.3345404322465,57.2864099786787,32.0050434982231,0,3021,87.8708551483421,1,0,,,,2.94443897916644,8.14293601043227,1.01803374054683,1.65794066317627,21.5823152995928,1.66627137808839
"25580",2021,"25","Cundinamarca","Pulí",2705,870,3575,0.756643354892731,1000,34.4981842041016,34,18,48,46.221622467041,45.6142578125,37.8202484280439,88.792917358999,68.2300744766613,,1,,,,,,,,23.0831589635835,66.556741644423,34.6819246153973,0,2415,67.5524475524475,1,0,,,27.972027972028,2.94443897916644,8.18200013629341,0.951048951048951,1.34265734265734,24.3356643356643,1.86172703900484
"25592",2013,"25","Cundinamarca","Quebradanegra",4343,382,4725,0.919153451919556,1300,82.3724899291992,44,16,121,48.964786529541,,17.72,86.48,69.38,,,0,,,,,,,24.1262038759655,80.4723597322638,29.9807337031433,0,0,0,0,0,,0,,2.83321334405622,8.46083445774685,0.931216931216931,2.56084656084656,8.08465608465609,1.70311872449236
"25592",2014,"25","Cundinamarca","Quebradanegra",4349,384,4733,0.918867528438568,1300,82.3724899291992,44,16,130,46.7670783996582,48.7050514221191,24.963484029007,84.8134928944345,65.3001116574061,,,0,0,0,1,0,0,0,24.6864079330339,62.5208021614043,39.4851106825265,0,0,0,0,0,,0,,2.83321334405622,8.46252579007393,0.929642932600887,2.74667230086626,8.11324741178956,1.32095504249745
"25592",2015,"25","Cundinamarca","Quebradanegra",4352,386,4738,0.918531000614166,1300,82.3724899291992,43,15,111,48.1032676696777,47.6284523010254,49.4248521960303,93.0638607918318,73.2466125413838,1,,0,0,0,0,0,0,0,24.9329308324688,40.9813339048078,60.8397249596206,0,0,0,0,0,21.1059518784297,0,,2.77258872223978,8.46358142196759,0.907555930772478,2.3427606585057,8.14689742507387,0.864950061308734
"25592",2016,"25","Cundinamarca","Quebradanegra",4357,388,4745,0.918229699134827,1300,82.3724899291992,53,15,125,47.5306816101074,48.7094535827637,51.81,81.07,70.63,3,,0,0,0,0,0,0,0,28.0652966716054,52.7720790768489,53.1820939454281,0,4248,89.5258166491043,0,0,63.2244467860906,0,,2.77258872223978,8.46505743699571,1.11696522655427,2.63435194942044,8.17702845100105,1.11216183512853
"25592",2017,"25","Cundinamarca","Quebradanegra",4369,390,4759,0.918049991130829,1300,82.3724899291992,51,15,115,50.1420478820801,49.0319519042969,48.1036554309216,87.8406945309242,68.3202133075394,1,1,0,0,0,1,0,0,0,28.9766744438047,54.4318035428676,53.2348233160861,0,4260,89.5146039083841,1,0,21.0128178188695,0,21.0128178188695,2.77258872223978,8.46800294722547,1.07165370876235,2.41647404916999,8.19499894935911,1.14376557139877
"25592",2018,"25","Cundinamarca","Quebradanegra",4298,426,4724,0.909822165966034,1300,82.3724899291992,51,15,96,49.364875793457,49.132640838623,42.77228539,85.44705071,67.18373414,,,0,0,0,1,0,0,0,30.1599409549579,60.3181368875395,50.0014465154814,0,4348,92.0406435224386,1,0,,0,,2.77258872223978,8.46062283992784,1.07959356477561,2.03217612193057,9.01778154106689,1.27684455731455
"25592",2019,"25","Cundinamarca","Quebradanegra",4363,444,4807,0.907634675502777,1300,82.3724899291992,47,15,102,51.2655448913574,53.1941070556641,28.0542638560326,87.5187834822153,68.8350969402419,1,,0,0,0,3,0,0,0,31.596936401253,63.2865109888455,49.9268104807074,0,4797,99.7919700436863,1,0,20.8029956313709,0,,2.77258872223978,8.47803647621504,0.977740794674433,2.12190555439983,9.23653006032869,1.31654901162566
"25592",2020,"25","Cundinamarca","Quebradanegra",4462,465,4927,0.905622065067291,1300,82.3724899291992,45,15,106,49.9222106933594,51.7004890441895,50.36,85.51,68.21,2,1,,0,0,4,0,0,0,30.039703133329,61.1337682921194,49.1376598769249,0,4902,99.4925918408768,1,0,40.5926527298559,,20.2963263649279,2.77258872223978,8.50268850521336,0.913334686421758,2.15141059468236,9.4377917596915,1.24079091317474
"25592",2021,"25","Cundinamarca","Quebradanegra",4476,647,5123,0.873706817626953,1300,82.3724899291992,48,15,111,48.572624206543,49.118968963623,51.4294082179794,85.2810447591608,70.8248107134104,,,,0,0,3,0,0,0,36.0978850385798,70.3643924151236,51.301352572784,0,3654,71.3253952762054,1,0,,,,2.77258872223978,8.54169066301663,0.936951005270349,2.16669919968768,12.6293187585399,1.37349975434557
"25594",2013,"25","Cundinamarca","Quetame",5466,1565,7031,0.777414321899414,1400,89.9365844726562,71,29,290,46.7256622314453,,71.71,87.45,79.95,2,,0,0,0,1,0,0,0,25.3331666647117,61.0055800260161,41.5259827935547,0,0,0,0,0,28.4454558384298,0,,3.40119738166216,8.85822643936501,1.00981368226426,4.12459109657232,22.2585691935713,0.867665766263918
