"codmpio","ano","cod_dpto","depto","mpio","pobl_rur","pobl_urb","pobl_tot","indrural","altura","discapital","docen_total","t_establ","alumn_med","s11_ingles","s11_lectu","df_ing_propios","df_gast_inv","df_desemp_fisc","homicidios","extorsion","ataq_instpol","llegadas_pasajeros_nacionales","llegadas_internacionales","visitantes_extranjeros_no_residentes","visitantes_pnn","prestadores_de_servicios_turisticos_activos","establecimientos_de_alojamiento_y_hospedaje","actividades_terciarias","valor_agregado","participacion_terciarias","pdet","total_sisben","tasa_sisben","post","vocacion_turistica","tasa_homicidios","tasa_ataq_instpol","tasa_extorsion","log_t_establ","log_pobl_tot","tasa_docentes","tasa_alumnos_med","tasa_urbanizacion","valor_agregado_pc"
"05440",2017,"05","Antioquia","Marinilla",11430,43570,55000,0.207818180322647,2088,38.1529579162598,462,49,1547,51.6496849060059,51.5118408203125,65.8476542705227,80.7795599270362,78.2056849497422,5,11,0,0,0,191,0,0,0,496.91758465553,922.578463268989,53.8618236214612,0,51196,93.0836363636364,1,0,9.09090909090909,0,20,3.91202300542815,10.9151066458675,0.84,2.81272727272727,79.2181818181818,1.6774153877618
"05440",2018,"05","Antioquia","Marinilla",20415,44230,64645,0.315801680088043,2088,38.1529579162598,512,49,1383,52.1445579528809,52.5045890808105,69.67383583,82.40521974,79.34222665,12,7,0,0,0,253,0,0,0,543.88290722906,1059.46657623942,51.3355418119533,0,52671,81.4772990950576,1,0,18.5629205661691,0,10.8283703302653,3.91202300542815,11.0766815106695,0.792017944156547,2.13937659525099,68.4198313868049,1.63889949143696
"05440",2019,"05","Antioquia","Marinilla",20051,46348,66399,0.301977425813675,2088,38.1529579162598,529,46,1431,51.9890098571777,51.5062446594238,65.5932837423743,78.9973089914727,78.1407147731941,13,10,0,0,0,331,0,0,0,627.538065931258,1148.14349865049,54.6567625622458,0,53036,79.874696908086,1,0,19.5786081115679,0,15.0604677781292,3.85014760171006,11.1034523354645,0.796698745463034,2.15515293905029,69.8022560580732,1.72915781660942
"05440",2020,"05","Antioquia","Marinilla",19635,48258,67893,0.289205074310303,2088,38.1529579162598,459,46,1436,51.2937126159668,51.3982963562012,88.16,73.76,77.57,8,11,,0,0,167,0,0,0,600.656912085297,1280.2837581203,46.9159206524009,0,53688,79.0773717467191,1,0,11.7832471683384,,16.2019648564653,3.85014760171006,11.1257029443993,0.676063806283417,2.11509286671675,71.0794927312094,1.88573749594259
"05440",2021,"05","Antioquia","Marinilla",19409,49551,68960,0.281453013420105,2088,38.1529579162598,454,46,1458,52.9883651733398,52.6938247680664,82.3692004958343,77.3630321348155,77.8948832889391,8,14,,0,0,554,0,0,0,733.953814923242,1596.22695894365,45.9805424793074,0,28944,41.9721577726218,1,0,11.6009280742459,,20.3016241299304,3.85014760171006,11.1412964063925,0.658352668213457,2.11426914153132,71.8546983758701,2.3147142676097
"05467",2013,"05","Antioquia","Montebello",4441,2009,6450,0.68852710723877,2200,42.719295501709,66,25,77,46.457088470459,,60.07,85.85,66.71,3,,0,0,0,19,0,0,0,43.4993828311059,103.011988250052,42.2274956246016,0,0,0,0,0,46.5116279069767,0,,3.25809653802148,8.77199043653224,1.02325581395349,1.1937984496124,31.1472868217054,1.5970850891481
"05467",2014,"05","Antioquia","Montebello",4314,2010,6324,0.682163178920746,2200,42.719295501709,48,25,77,47.3604888916016,45.1119728088379,55.7381331020597,86.7754959573544,66.3830920104905,,,0,0,0,20,0,0,0,46.029094963709,117.576135504182,39.1483312207279,0,0,0,0,0,,0,,3.25809653802148,8.75226531359572,0.759013282732448,1.21758380771664,31.7836812144213,1.8592051787505
"05467",2015,"05","Antioquia","Montebello",4186,2011,6197,0.675488114356995,2200,42.719295501709,58,25,71,46.2872619628906,45.4559936523438,66.1655565823896,85.2203614499407,69.5204733444155,2,,0,0,0,29,0,0,0,47.5041819726831,131.390487351657,36.1549629126054,0,0,0,0,0,32.2736808132968,0,,3.25809653802148,8.73198193834769,0.935936743585606,1.14571566887203,32.4511860577699,2.12022732534544
"05467",2016,"05","Antioquia","Montebello",4066,2011,6077,0.669080138206482,2200,42.719295501709,65,25,73,46.9933319091797,50.1134033203125,52.61,76.6,62.18,2,1,0,0,0,42,0,0,0,44.2286540514745,116.910290952148,37.8312753233823,0,6809,112.045417146618,0,0,32.9109758104328,0,16.4554879052164,3.25809653802148,8.71243097347674,1.06960671383907,1.2012506170808,33.0919861773902,1.92381587875841
"05467",2017,"05","Antioquia","Montebello",3939,2011,5950,0.662016808986664,2200,42.719295501709,63,25,138,45.0764083862305,46.9040145874023,52.5303410140285,76.9294472599468,63.2479175199176,1,,0,0,0,32,0,0,0,45.5112004190304,101.751960014986,44.72759091061,0,6771,113.798319327731,1,0,16.8067226890756,0,,3.25809653802148,8.69131455164485,1.05882352941176,2.31932773109244,33.7983193277311,1.71011697504178
"05467",2018,"05","Antioquia","Montebello",4814,1866,6680,0.720658659934998,2200,42.719295501709,56,25,112,45.8493614196777,48.5632286071777,55.13401285,78.92126507,64.77357489,2,1,0,0,0,31,0,0,0,48.9218465896611,98.7261456510199,49.553080662737,0,6780,101.497005988024,1,0,29.940119760479,0,14.9700598802395,3.25809653802148,8.80702295592548,0.838323353293413,1.67664670658683,27.9341317365269,1.47793631214102
"05467",2019,"05","Antioquia","Montebello",4724,1911,6635,0.711981892585754,2200,42.719295501709,60,24,77,44.1338233947754,45.0682716369629,33.7802051828142,98.8585989553173,54.8097557550543,1,1,0,0,0,28,0,0,0,69.349032682864,118.347422475537,58.5978395069812,0,7470,112.584777694047,1,0,15.0715900527506,0,15.0715900527506,3.2188758248682,8.80026465131034,0.904295403165034,1.16051243406179,28.8018085908063,1.78368383535097
"05467",2020,"05","Antioquia","Montebello",4681,1960,6641,0.704863727092743,2200,42.719295501709,65,24,77,44.7149391174316,46.5117034912109,47.95,80.21,53.04,2,,,0,0,7,0,0,0,49.7697036849855,86.4340506173208,57.5811307343868,0,7461,112.347538021382,1,0,30.1159463936154,,,3.2188758248682,8.80116840193669,0.978768257792501,1.15946393615419,29.5136274657431,1.30152161748714
"05467",2021,"05","Antioquia","Montebello",4617,2127,6744,0.684608519077301,2200,42.719295501709,65,24,82,46.4234580993652,45.9407043457031,46.7903250891077,87.0017261309754,52.9203064067803,2,,,0,0,27,0,0,0,60.3300061923604,94.7138119639152,63.697157723253,0,6098,90.4211150652432,1,0,29.655990510083,,,3.2188758248682,8.81655676864186,0.963819691577699,1.2158956109134,31.5391459074733,1.40441595438783
"05475",2013,"05","Antioquia","Murindó",3420,982,4402,0.776919603347778,25,142.427719116211,41,20,20,47.5471305847168,,3.22,72.3,41.49,,,0,,,,,,,22.4378964191798,26.5440879701914,84.5306738147385,1,0,0,0,0,,0,,3.04452243772342,8.39004140575575,0.93139482053612,0.454338936846888,22.3080417991822,0.603000635397352
"05475",2014,"05","Antioquia","Murindó",3519,973,4492,0.783392727375031,25,142.427719116211,43,20,24,44.3196449279785,48.6346244812012,43.5013838296089,73.8693371680008,65.7951805099434,,,0,,,,,,,30.4314613561516,36.3028602674135,83.8266217372072,1,0,0,0,0,,0,,3.04452243772342,8.41027590907016,0.957257346393589,0.534283170080142,21.6607301869991,0.808166969443756
"05475",2015,"05","Antioquia","Murindó",3627,966,4593,0.789679944515228,25,142.427719116211,48,18,32,47.0395660400391,44.9264450073242,44.0982200048187,83.2442725504857,68.0720051099941,,,0,,,,,,,27.7907167219498,33.8914870821339,81.9991068984397,1,0,0,0,0,,0,,2.94443897916644,8.43250638324904,1.04506858262573,0.696712388417157,21.0320052253429,0.737894341000084
"05475",2016,"05","Antioquia","Murindó",3733,959,4692,0.795609533786774,25,142.427719116211,56,19,35,41.3015060424805,39.3231163024902,41.26,77.36,61.28,1,,0,,,,,,,30.4906201949039,35.4283354434996,86.0628076741843,1,2684,57.2037510656437,0,0,21.3128729752771,0,,2.99573227355399,8.45382731579442,1.19352088661552,0.745950554134697,20.4390451832907,0.755079613032813
"05475",2017,"05","Antioquia","Murindó",3841,954,4795,0.80104273557663,25,142.427719116211,55,23,32,41.0585441589355,40.339282989502,39.331799861862,77.5750134109951,62.3330568661708,1,,0,,,,,,,34.2213739471471,38.2817000866672,89.3935584618034,1,2634,54.9322210636079,1,0,20.8550573514077,0,,3.17805383034795,8.4755375161474,1.14702815432742,0.667361835245047,19.895724713243,0.798367050816833
"05475",2018,"05","Antioquia","Murindó",3151,1760,4911,0.641620874404907,25,142.427719116211,77,23,33,44.6814956665039,42.1974449157715,46.13800881,77.52186112,60.52804861,2,4,0,,,,,,,33.9299679446712,38.7814136339426,87.4902814655903,1,2668,54.3270209733252,1,0,40.7249032783547,0,81.4498065567094,3.17805383034795,8.49943646982698,1.56790877621666,0.671960904092853,35.8379148849521,0.789684659620089
"05475",2019,"05","Antioquia","Murindó",3275,1813,5088,0.64367139339447,25,142.427719116211,60,25,37,39.9930305480957,38.6590347290039,47.1067441931827,79.3921701783639,59.5190522013922,,1,0,,,,,,,43.4859955778212,48.9460022517223,88.8448363038497,1,3986,78.3411949685535,1,0,,0,19.6540880503145,3.25809653802148,8.53483662658883,1.17924528301887,0.727201257861635,35.6328616352201,0.96198903796624
"05475",2020,"05","Antioquia","Murindó",3374,1860,5234,0.644631266593933,25,142.427719116211,57,25,44,42.4828147888184,41.4387969970703,37.7,81.23,65.01,2,1,,,,,,,,41.791272519392,46.1510942604174,90.5531562991245,1,3962,75.6973633931983,1,0,38.2116927779901,,19.105846388995,3.25809653802148,8.56312212330464,1.08903324417272,0.840657241115781,35.5368742835308,0.881755717623564
"05475",2021,"05","Antioquia","Murindó",3336,1980,5316,0.6275395154953,25,142.427719116211,58,24,41,40.077522277832,37.5927848815918,35.6779984631067,78.5694579254127,64.1775353216265,,,,,,,,,,46.8441706475517,52.7375503061652,88.8250788586124,1,3225,60.665914221219,1,0,,,,3.2188758248682,8.57866451350434,1.09104589917231,0.771256583897667,37.2460496613996,0.992053241274741
"05480",2013,"05","Antioquia","Mutatá",14441,5273,19714,0.732525110244751,132,145.400787353516,171,36,200,45.4001960754395,,38.61,88.37,62.92,7,1,0,0,0,1,0,0,0,65.0875254684122,101.650449751775,64.0307304368574,1,0,0,0,0,35.5077609820432,0,5.07253728314903,3.61091791264422,9.88913504631173,0.867403875418484,1.01450745662981,26.7474890940448,0.515625696214746
"05480",2014,"05","Antioquia","Mutatá",14767,5399,20166,0.732272148132324,132,145.400787353516,160,36,193,45.6802749633789,45.2631492614746,35.1349830448195,86.5981274551472,61.9048605865198,3,4,0,0,0,0,0,0,0,76.0535999616825,115.474964684776,65.8615485783381,1,0,0,0,0,14.8765248437965,0,19.8353664583953,3.61091791264422,9.91180288413984,0.793414658335813,0.957056431617574,26.7727858772191,0.572622060323197
"05480",2015,"05","Antioquia","Mutatá",15086,5526,20612,0.731903731822968,132,145.400787353516,151,33,187,44.617374420166,44.6901359558105,48.771463941382,89.6990030883409,63.3962892861065,4,,0,0,0,2,0,0,0,83.893757529524,122.832348619224,68.2994003392311,1,0,0,0,0,19.4061711624297,0,,3.52636052461616,9.93367722369918,0.732582961381719,0.907238501843586,26.8096254608966,0.595926395396974
"05480",2016,"05","Antioquia","Mutatá",15423,5654,21077,0.731745481491089,132,145.400787353516,194,35,253,42.8086929321289,43.4754028320312,53.98,86.98,47.23,11,1,0,,,,,,,93.9349143277229,145.601582540649,64.5150366421999,1,20812,98.7427053185937,0,0,52.1895905489396,0,4.74450823172178,3.58351893845611,9.95598512149388,0.920434596954026,1.20036058262561,26.825449542155,0.69080790691583
"05480",2017,"05","Antioquia","Mutatá",15764,5781,21545,0.731677889823914,132,145.400787353516,206,35,313,43.025218963623,43.0536575317383,51.0486484142854,88.009098354879,62.4450014701992,6,3,0,0,0,0,0,0,0,106.041963526547,168.597407308853,62.8965564887298,1,23313,108.206080297053,1,0,27.8486887909028,0,13.9243443954514,3.58351893845611,9.97794546345414,0.956138315154328,1.45277326525876,26.8322116500348,0.782536121182887
"05480",2018,"05","Antioquia","Mutatá",8900,5091,13991,0.636123239994049,132,145.400787353516,215,36,328,41.542610168457,43.8182792663574,55.50310735,91.63972976,69.83936918,17,3,0,0,0,10,0,0,0,121.447885425054,216.28713537974,56.1512293423394,1,22790,162.890429561861,1,0,121.506682867558,0,21.4423558001572,3.61091791264422,9.54624101669844,1.53670216567794,2.34436423415053,36.3876777928668,1.54590190393638
"05480",2019,"05","Antioquia","Mutatá",8879,5317,14196,0.625457882881165,132,145.400787353516,220,41,321,41.514232635498,44.3548889160156,74.3866141721389,89.8161735510491,75.8353767084118,24,,0,0,0,15,0,0,0,135.056097052472,243.020689613693,55.5739090639395,1,21763,153.303747534517,1,0,169.061707523246,0,,3.73766961828337,9.56078595366357,1.54973231896309,2.26120033812342,37.4542124542125,1.71189553123199
"05480",2020,"05","Antioquia","Mutatá",8864,5525,14389,0.616026103496552,132,145.400787353516,206,41,359,43.5420989990234,43.1925392150879,61.85,85.55,68.31,11,1,,0,0,3,0,0,0,118.921491624745,210.022355784481,56.6232538343581,1,22204,154.312321912572,1,0,76.4472861213427,,6.94975328375843,3.73766961828337,9.57428879988141,1.43164917645424,2.49496142886928,38.3973868927653,1.45960355677588
"05480",2021,"05","Antioquia","Mutatá",8764,5848,14612,0.599780976772308,132,145.400787353516,156,38,267,42.8280296325684,43.9016609191895,59.8834312829184,90.0026676300817,71.7625952476583,13,3,,0,0,11,0,0,0,141.357589902916,240.714625365798,58.7241384640027,1,13397,91.6849165069806,1,0,88.9679715302491,,20.5310703531344,3.66356164612965,9.58966682247465,1.06761565836299,1.82726526142896,40.0218998083767,1.64737630280453
"05483",2013,"05","Antioquia","Nariño",14405,2508,16913,0.851711690425873,1661,92.5254898071289,125,50,102,45.7270584106445,,27.56,87.42,60.3,4,,0,0,0,328,0,0,0,53.7852399711032,115.373717479205,46.618277668653,0,0,0,0,0,23.6504464021758,0,,3.93182563272433,9.73589696034217,0.739076450067995,0.603086383255484,14.8288298941643,0.68215998036543
"05483",2014,"05","Antioquia","Nariño",14592,2507,17099,0.853383243083954,1661,92.5254898071289,102,50,109,45.3420524597168,45.2242050170898,36.9772409760554,82.9547570154674,61.0966642535997,3,,0,0,0,44,0,0,0,59.7145124648461,116.077613665655,51.4436079267146,0,0,0,0,0,17.5448856658284,0,,3.93182563272433,9.74683374249075,0.596526112638166,0.637464179191766,14.6616761214106,0.678856153375373
"05483",2015,"05","Antioquia","Nariño",14785,2506,17291,0.855069100856781,1661,92.5254898071289,110,49,119,44.6561317443848,44.0608863830566,36.6063201164683,86.4751600271115,61.4407515526392,1,2,0,0,0,19,0,0,0,59.3102299793981,89.5874997042501,66.203689326296,0,0,0,0,0,5.78335550286276,0,11.5667110057255,3.91202300542815,9.75799924578752,0.636169105314904,0.688219304840669,14.4930888901741,0.518116359402291
"05483",2016,"05","Antioquia","Nariño",14981,2505,17486,0.856742560863495,1661,92.5254898071289,123,50,89,41.9787979125977,45.2732086181641,33.14,84.9,60.23,3,,0,0,0,32,0,0,0,60.3198844687714,91.4183893443406,65.9822218498817,0,10220,58.4467574059247,0,0,17.1565824087842,0,,3.93182563272433,9.76921302671366,0.703419878760151,0.508978611460597,14.3257463113348,0.522809043488165
"05483",2017,"05","Antioquia","Nariño",15181,2505,17686,0.858362555503845,1661,92.5254898071289,111,50,143,41.7223701477051,42.5928344726562,32.164813828158,85.6397491946261,58.5361373745867,1,,0,0,0,31,0,0,0,64.1383321827213,99.7302679943492,64.3118016953042,0,10248,57.9441366052245,1,0,5.65418975460816,0,,3.93182563272433,9.78058518543479,0.627615062761506,0.808549134908968,14.1637453352935,0.563893859517976
"05483",2018,"05","Antioquia","Nariño",7037,3116,10153,0.693095624446869,1661,92.5254898071289,116,50,102,41.9980506896973,44.47265625,35.027989,86.60662324,53.43554188,3,,0,0,0,33,0,0,0,69.310654345244,99.8147928257587,69.4392608380562,0,9981,98.30591943268,1,0,29.5479168718605,0,,3.93182563272433,9.22562299550734,1.14251945237861,1.00462917364326,30.6904363242391,0.9831064003325
"05483",2019,"05","Antioquia","Nariño",6848,3149,9997,0.685005486011505,1661,92.5254898071289,121,49,83,42.0453414916992,43.6773223876953,42.730865404531,89.3528176128477,49.3275073323436,1,2,0,0,0,37,0,0,0,70.6412885772642,102.523249575122,68.9027014555399,0,10286,102.890867260178,1,0,10.0030009002701,0,20.0060018005402,3.91202300542815,9.21014035197352,1.21036310893268,0.830249074722417,31.4994498349505,1.02554015779856
"05483",2020,"05","Antioquia","Nariño",6752,3195,9947,0.678797602653503,1661,92.5254898071289,112,49,75,43.4189071655273,43.8302268981934,44.31,84.23,62.67,4,2,,0,0,32,0,0,0,66.9560787189574,99.5637485489642,67.2494554441462,0,10146,102.000603196944,1,0,40.2131295868101,,20.106564793405,3.91202300542815,9.2051268049233,1.12596762843068,0.753996179752689,32.1202372574646,1.00094248063702
"05483",2021,"05","Antioquia","Nariño",6674,3427,10101,0.6607266664505,1661,92.5254898071289,114,47,85,43.1390228271484,44.6241226196289,48.4427800843268,90.8427434449307,65.3954807132543,7,3,,0,0,29,0,0,0,76.2867393630023,137.645105129189,55.4227767790231,0,8088,80.0712800712801,1,0,69.3000693000693,,29.7000297000297,3.87120101090789,9.220488703028,1.12860112860113,0.841500841500841,33.9273339273339,1.36268790346688
"05490",2013,"05","Antioquia","Necoclí",44658,14572,59230,0.753976047039032,6,263.690979003906,627,124,891,45.3257675170898,,62.15,92.55,64.08,6,,0,8,0,4,0,0,0,232.629622782016,316.307997301993,73.5452864822492,1,0,0,0,0,10.1300016883336,0,,4.8283137373023,10.9892003324646,1.05858517643086,1.50430525071754,24.6023974337329,0.534033424450436
"05490",2014,"05","Antioquia","Necoclí",45783,14995,60778,0.753282427787781,6,263.690979003906,577,124,828,45.3216972351074,44.490592956543,57.9851317401381,94.3979731048566,68.4226878631271,9,,0,0,0,4,0,0,0,252.010814488671,348.330336214785,72.3482247418375,1,0,0,0,0,14.8079897331271,0,,4.8283137373023,11.0149996135549,0.949356675112705,1.36233505544769,24.6717562275823,0.573119115822805
"05490",2015,"05","Antioquia","Necoclí",46946,15419,62365,0.752761960029602,6,263.690979003906,570,80,868,44.6441612243652,43.4963989257812,74.4508036339261,92.8011698695913,74.4977376920337,7,1,0,0,0,10,0,0,0,276.02317964835,376.374510135798,73.3373733382634,1,0,0,0,0,11.2242443678345,0,1.60346348111922,4.39444915467244,11.0407755340661,0.913974184237954,1.39180630161148,24.7238034153772,0.603502782226888
"05490",2016,"05","Antioquia","Necoclí",48145,15846,63991,0.752371430397034,6,263.690979003906,695,114,950,42.565357208252,42.8638038635254,69.15,92.59,71.76,6,,0,,,,,,,297.906773458087,420.725646321428,70.80784736153,1,53479,83.5726899095185,0,0,9.37631854479536,0,,4.74493212836325,11.0665133545287,1.0860902314388,1.4845837695926,24.7628572768045,0.657476279979103
"05490",2017,"05","Antioquia","Necoclí",49389,16274,65663,0.752158761024475,6,263.690979003906,658,131,1096,43.1071090698242,42.954029083252,68.1332813865542,92.885079464808,72.3165148754955,7,1,0,0,0,22,0,0,0,318.524533932265,454.965589073526,70.0106868699446,1,53990,82.2228652361299,1,0,10.6604937331526,0,1.52292767616466,4.88280192258637,11.0923061090904,1.00208641091635,1.66912873307647,24.7841250019037,0.692879687302629
"05490",2018,"05","Antioquia","Necoclí",31326,10955,42281,0.740900158882141,6,263.690979003906,613,132,805,42.2915382385254,42.8742294311523,71.35152102,91.51265492,72.39049056,12,2,0,0,0,40,0,0,0,338.129700985828,477.802097002128,70.7677306372981,1,54356,128.558927177692,1,0,28.3815425368369,0,4.73025708947281,4.89034912822175,10.6521167425551,1.44982379792342,1.90392847851281,25.9099832075873,1.13006337835465
"05490",2019,"05","Antioquia","Necoclí",31837,11420,43257,0.73599648475647,6,263.690979003906,619,135,1006,40.8540267944336,42.3091773986816,71.6294931326887,92.88477780966,74.5620282628664,5,1,0,0,0,39,0,0,0,359.000116032629,506.812696493306,70.8348702620497,1,55870,129.158286520101,1,0,11.558822849481,0,2.3117645698962,4.91265488573605,10.6749374663532,1.43098226876575,2.32563515731558,26.4003513882146,1.17163163532678
"05490",2020,"05","Antioquia","Necoclí",32257,11861,44118,0.731152832508087,6,263.690979003906,632,135,1096,42.9731407165527,42.2477416992188,68.94,92.27,72.97,7,2,,0,0,15,0,0,0,344.627488455958,510.438348934212,67.5159868327949,1,54479,123.48474545537,1,0,15.8665397343488,,4.5332970669568,4.91265488573605,10.6946458076527,1.43252187315835,2.48424679269232,26.8847182555873,1.15698433504287
"05490",2021,"05","Antioquia","Necoclí",31892,12919,44811,0.711700260639191,6,263.690979003906,649,132,1397,42.0946502685547,42.3944282531738,68.3584760345006,93.9783618339943,72.7763350112473,11,,,0,0,23,0,0,0,418.971947208453,679.834015016785,61.628564907584,1,33047,73.7475173506505,1,0,24.5475441297896,,,4.89034912822175,10.7102312396786,1.44830510365758,3.11753810448327,28.8299747829774,1.51711413495969
"05495",2013,"05","Antioquia","Nechí",11944,13367,25311,0.471889704465866,35,202.731140136719,235,54,278,45.469596862793,,60.67,89.28,65.67,4,,0,,,,,,,125.900031405315,202.671995982434,62.1200925145213,1,0,0,0,0,15.8034056339141,0,,4.00733318523247,10.1390338705674,0.928450080992454,1.09833669155703,52.8110307771325,0.800726940786355
"05495",2014,"05","Antioquia","Nechí",12198,13742,25940,0.470239013433456,35,202.731140136719,222,54,290,45.3363609313965,45.5569381713867,40.223294560678,89.1945792444511,67.3515637538704,4,,0,,,,,,,136.899250022304,201.851413973256,67.8217939263198,1,0,0,0,0,15.420200462606,0,,4.00733318523247,10.1635800076285,0.855821125674634,1.11796453353894,52.976098689283,0.778147316782019
"05495",2015,"05","Antioquia","Nechí",12459,14132,26591,0.468541979789734,35,202.731140136719,232,50,286,44.5854301452637,44.340145111084,17.3800174285804,89.9949733764857,50.5051320324152,8,,0,,,,,,,132.098075707911,196.275006135154,67.3025457031186,1,0,0,0,0,30.0853672295137,0,,3.93182563272433,10.1883656976552,0.872475649655899,1.07555187845512,53.145801210936,0.738125704693897
"05495",2016,"05","Antioquia","Nechí",12728,14510,27238,0.467288345098495,35,202.731140136719,233,56,291,43.7324333190918,44.073844909668,58.07,92.11,68.55,2,,0,,,,,,,143.893244667454,319.433028789428,45.046451587293,1,27540,101.108745135473,0,0,7.34268301637418,0,,4.04305126783455,10.2124050488701,0.855422571407592,1.06836037888244,53.2711652837947,1.17274773768055
"05495",2017,"05","Antioquia","Nechí",13003,14912,27915,0.465806901454926,35,202.731140136719,232,56,356,43.8090591430664,45.7193336486816,50.0593921905968,92.1559697347625,60.0241113500054,4,,0,,,,,,,159.851879049515,290.962385684823,54.9390185515837,1,27657,99.0757657173563,1,0,14.3292136843991,0,,4.04305126783455,10.236955280137,0.831094393695146,1.27530001791152,53.4193086154397,1.04231554965009
"05495",2018,"05","Antioquia","Nechí",12616,13174,25790,0.489181846380234,35,202.731140136719,242,56,356,42.0241851806641,44.2690734863281,54.82686498,94.56673547,71.35320461,9,2,0,,,,,,,174.266732419309,258.663985269375,67.3718578324023,1,27567,106.89026754556,1,0,34.8972469949593,0,7.75494377665762,4.04305126783455,10.1577808728426,0.938348196975572,1.38037999224506,51.0818146568437,1.0029623314051
"05495",2019,"05","Antioquia","Nechí",12841,13811,26652,0.481802493333817,35,202.731140136719,259,56,374,40.8237495422363,42.5105667114258,39.3881965388285,91.9150377046052,55.5304925863904,7,5,0,,,,,,,196.660746227681,305.274757629944,64.420899963853,1,28959,108.656010805943,1,0,26.2644454449947,0,18.7603181749963,4.04305126783455,10.1906569936149,0.971784481464806,1.40327179948972,51.8197508629746,1.14541031678652
"05495",2020,"05","Antioquia","Nechí",12966,14388,27354,0.474007457494736,35,202.731140136719,258,56,353,44.1097145080566,43.9932022094727,49.03,93.45,66.28,11,1,,,,,,,,182.43092652017,297.820016018669,61.2554283486219,1,29221,106.825327191636,1,0,40.2134971119398,,3.6557724647218,4.04305126783455,10.2166546064979,0.943189295898223,1.29048768004679,52.5992542224172,1.08876221400405
"05495",2021,"05","Antioquia","Nechí",12819,14965,27784,0.461380660533905,35,202.731140136719,268,54,375,42.7690849304199,43.8758316040039,57.6236375026046,95.0868122741775,71.4130896033355,14,2,,,,,,,,216.502329143411,325.547755932099,66.5040152169158,1,21753,78.2932623092427,1,0,50.3887129283041,,7.19838756118629,4.00733318523247,10.232251585714,0.964583933198963,1.34969766772243,53.8619349265765,1.17170945843687
"05501",2013,"05","Antioquia","Olaya",2898,271,3169,0.914484083652496,400,36.930778503418,34,11,83,46.1708602905273,,35.8,66.45,60.4,7,,0,0,0,3,0,0,0,19.9382291171126,25.5209748258492,78.1248727886286,0,0,0,0,0,220.889870621647,0,,2.484906649788,8.06148686687133,1.07289365730514,2.61912275165667,8.55159356263806,0.805332118202878
"05501",2014,"05","Antioquia","Olaya",2929,268,3197,0.916171431541443,400,36.930778503418,35,11,46,43.8648834228516,45.3108978271484,21.9375364894338,77.3488428987655,62.0656535948335,2,,0,0,0,15,0,0,0,19.4978664542886,25.8883879907969,75.3151044445868,0,0,0,0,0,62.5586487331874,0,,2.484906649788,8.0702808933939,1.09477635283078,1.43884892086331,8.38285893024711,0.809771285292365
"05501",2015,"05","Antioquia","Olaya",2971,266,3237,0.917825162410736,400,36.930778503418,35,10,48,46.5047454833984,46.978630065918,39.0705143825205,86.9993510981108,69.0221920330688,3,,0,0,0,4,0,0,0,21.8031256356358,28.4261487482035,76.7009482317359,0,0,0,0,0,92.678405931418,0,,2.39789527279837,8.08271113423758,1.08124806919988,1.48285449490269,8.21748532591906,0.878163384250957
"05501",2016,"05","Antioquia","Olaya",3014,264,3278,0.919463098049164,400,36.930778503418,34,11,55,43.2550582885742,45.3850746154785,31.73,75.27,58.95,3,,0,0,0,5,0,0,0,24.4634060772812,32.4792966764132,75.319999447669,0,2852,87.0042708968883,0,0,91.5192190359976,0,,2.484906649788,8.09529377684465,1.03721781574131,1.67785234899329,8.05369127516778,0.99082662222127
"05501",2017,"05","Antioquia","Olaya",3048,262,3310,0.920845925807953,400,36.930778503418,30,11,52,43.7522125244141,46.8779907226562,22.8164567737773,77.2565633832261,62.9875310192634,5,,0,0,0,15,0,0,0,25.4416418570857,34.5462214548525,73.6452230827463,0,2857,86.3141993957704,1,0,151.057401812689,0,,2.484906649788,8.10500553754725,0.906344410876133,1.57099697885196,7.91540785498489,1.04369249108316
"05501",2018,"05","Antioquia","Olaya",2910,217,3127,0.93060439825058,400,36.930778503418,28,11,58,43.6557464599609,45.068000793457,27.2109389,71.64650248,60.58390395,3,,0,0,0,15,0,0,0,26.0570048744707,35.3187693697255,73.7766500347156,0,2859,91.4294851295171,1,0,95.9385992964503,0,,2.484906649788,8.0481491016652,0.895426926766869,1.85481291973137,6.93955868244324,1.12947775406861
"05501",2019,"05","Antioquia","Olaya",2927,223,3150,0.929206371307373,400,36.930778503418,28,11,46,43.6196899414062,48.8700523376465,37.0077794788042,86.3265104311289,69.7207736704979,5,1,0,0,0,18,0,0,0,28.8634798859239,38.5040528822932,74.962186381157,0,3051,96.8571428571428,1,0,158.730158730159,0,31.7460317460317,2.484906649788,8.05547514175727,0.888888888888889,1.46031746031746,7.07936507936508,1.22235088515216
"05501",2020,"05","Antioquia","Olaya",2945,230,3175,0.927559077739716,400,36.930778503418,28,11,50,41.8855514526367,44.126537322998,42.12,78.96,65.82,1,,,0,0,2,0,0,0,29.3237843085796,39.6954019739277,73.8719923477276,0,3111,97.9842519685039,1,0,31.496062992126,,,2.484906649788,8.06337782236703,0.881889763779528,1.5748031496063,7.24409448818898,1.25024888106859
